Country Name;Country Code;Indicator Name;Indicator Code;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Tonga;TON;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.321,44 ; 2.549,15 ; 2.609,62 ; 2.766,73 ; 2.960,12 ; 3.126,63 ; 3.174,38 ; 3.213,32 ; 3.323,63 ; 3.486,32 ; 3.665,90 ; 3.860,99 ; 4.034,24 ; 4.171,91 ; 4.242,38 ; 4.413,48 ; 4.474,59 ; 4.365,82 ; 4.553,28 ; 4.670,00 ; 4.889,30 ; 5.151,45 ; 5.339,53 ; 5.313,81 ; 5.567,04 ; 5.849,72 ; 6.092,26 ; 6.321,61 ; 6.414,78 ;
South Asia (IDA & IBRD);TSA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.242,95 ; 1.281,67 ; 1.356,71 ; 1.418,26 ; 1.503,68 ; 1.607,89 ; 1.714,13 ; 1.773,00 ; 1.855,82 ; 1.989,47 ; 2.077,24 ; 2.177,55 ; 2.250,90 ; 2.417,79 ; 2.625,67 ; 2.864,75 ; 3.126,58 ; 3.390,37 ; 3.512,86 ; 3.733,64 ; 4.005,24 ; 4.237,68 ; 4.566,87 ; 4.752,15 ; 4.928,80 ; 5.137,34 ; 5.455,15 ; 5.772,08 ; 6.194,34 ; 6.527,26 
Sub-Saharan Africa (IDA & IBRD countries);TSS;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.694,83 ; 1.712,82 ; 1.702,22 ; 1.684,61 ; 1.692,63 ; 1.740,63 ; 1.815,65 ; 1.864,55 ; 1.883,24 ; 1.904,36 ; 1.962,06 ; 2.040,57 ; 2.148,08 ; 2.225,38 ; 2.373,06 ; 2.532,03 ; 2.698,71 ; 2.876,80 ; 3.012,35 ; 3.055,81 ; 3.176,94 ; 3.312,34 ; 3.340,05 ; 3.510,68 ; 3.668,28 ; 3.697,76 ; 3.688,15 ; 3.754,18 ; 3.848,41 ; 3.919,21 
Trinidad and Tobago;TTO;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 7.059,86 ; 7.476,87 ; 8.367,49 ; 8.461,00 ; 8.907,65 ; 9.405,69 ; 10.233,91 ; 11.173,12 ; 12.198,97 ; 13.344,51 ; 14.547,30 ; 15.431,55 ; 16.845,84 ; 19.539,48 ; 21.550,54 ; 23.485,44 ; 27.264,58 ; 29.196,00 ; 30.633,13 ; 29.366,16 ; 30.528,82 ; 30.888,03 ; 30.063,26 ; 30.059,89 ; 29.698,46 ; 27.510,41 ; 26.270,09 ; 26.447,59 ; 26.892,87 ; 27.260,81 
Tunisia;TUN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 3.613,82 ; 3.796,53 ; 4.095,76 ; 4.195,92 ; 4.336,93 ; 4.453,79 ; 4.785,01 ; 5.062,56 ; 5.299,72 ; 5.640,23 ; 5.978,97 ; 6.286,66 ; 6.419,86 ; 6.795,62 ; 7.356,78 ; 7.784,79 ; 8.362,84 ; 9.071,62 ; 9.538,44 ; 9.798,98 ; 10.155,48 ; 10.067,91 ; 10.217,13 ; 10.231,72 ; 10.446,05 ; 10.208,74 ; 10.359,30 ; 10.605,26 ; 11.017,78 ; 11.201,34 
Turkey;TUR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 8.518,55 ; 8.738,07 ; 9.320,03 ; 10.143,22 ; 9.640,00 ; 10.383,22 ; 11.116,08 ; 11.962,74 ; 9.095,92 ; 8.757,19 ; 9.586,03 ; 9.215,22 ; 9.329,81 ; 9.604,02 ; 10.860,11 ; 11.887,86 ; 13.619,17 ; 14.848,24 ; 16.053,80 ; 15.501,60 ; 17.438,90 ; 19.651,68 ; 20.616,87 ; 22.269,04 ; 23.967,12 ; 25.625,57 ; 26.329,36 ; 27.934,17 ; 28.139,14 ; 27.875,19 
Tuvalu;TUV;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.542,81 ; 1.631,86 ; 1.699,40 ; 1.795,02 ; 2.009,21 ; 1.939,04 ; 1.851,86 ; 2.072,23 ; 2.418,06 ; 2.410,99 ; 2.428,49 ; 2.498,38 ; 2.706,08 ; 2.628,84 ; 2.624,52 ; 2.569,87 ; 2.672,21 ; 2.889,41 ; 3.152,09 ; 3.003,30 ; 2.925,62 ; 3.180,10 ; 3.086,01 ; 3.248,19 ; 3.319,10 ; 3.619,41 ; 3.727,71 ; 3.903,66 ; 4.046,55 ; 4.465,23 
Tanzania;TZA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 959,60 ; 979,53 ; 973,96 ; 975,62 ; 980,31 ; 1.006,72 ; 1.043,81 ; 1.072,94 ; 1.099,55 ; 1.142,63 ; 1.191,28 ; 1.258,11 ; 1.331,99 ; 1.407,39 ; 1.510,50 ; 1.627,47 ; 1.736,73 ; 1.851,17 ; 1.938,72 ; 1.998,30 ; 2.088,10 ; 2.228,71 ; 2.099,45 ; 2.194,92 ; 2.243,63 ; 2.348,44 ; 2.479,26 ; 2.530,44 ; 2.651,09 ; 2.770,68 
Uganda;UGA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 669,36 ; 706,05 ; 722,36 ; 775,38 ; 816,36 ; 901,31 ; 971,59 ; 1.008,88 ; 1.039,78 ; 1.106,89 ; 1.132,75 ; 1.180,72 ; 1.263,80 ; 1.327,69 ; 1.410,60 ; 1.498,42 ; 1.657,17 ; 1.787,60 ; 1.919,54 ; 2.001,32 ; 2.071,70 ; 2.241,12 ; 1.997,53 ; 1.997,91 ; 2.071,45 ; 2.111,49 ; 2.075,61 ; 2.074,86 ; 2.172,19 ; 2.271,65 
Ukraine;UKR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 7.305,14 ; 6.902,49 ; 6.356,73 ; 5.578,52 ; 4.412,75 ; 3.987,01 ; 3.686,57 ; 3.670,94 ; 3.674,41 ; 3.755,24 ; 4.106,84 ; 4.631,61 ; 4.999,09 ; 5.621,90 ; 6.521,61 ; 6.977,26 ; 7.775,61 ; 8.642,21 ; 9.062,25 ; 7.818,30 ; 8.245,38 ; 8.909,66 ; 9.343,33 ; 10.691,76 ; 10.743,59 ; 10.164,33 ; 11.148,20 ; 11.871,12 ; 12.629,14 ; 13.341,21 
Upper middle income;UMC;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 3.402,81 ; 3.580,44 ; 3.693,53 ; 3.873,69 ; 4.040,70 ; 4.247,23 ; 4.503,90 ; 4.773,72 ; 4.763,54 ; 4.932,67 ; 5.310,96 ; 5.569,32 ; 5.869,98 ; 6.279,12 ; 6.913,20 ; 7.620,84 ; 8.575,97 ; 9.550,77 ; 10.421,64 ; 10.725,58 ; 11.623,19 ; 12.602,12 ; 13.340,64 ; 14.007,47 ; 14.453,34 ; 14.464,83 ; 14.895,48 ; 15.684,91 ; 16.728,17 ; 17.524,59 
Uruguay;URY;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 6.390,03 ; 6.791,72 ; 7.443,27 ; 7.764,81 ; 8.445,86 ; 8.437,17 ; 9.006,37 ; 9.875,50 ; 10.371,69 ; 10.264,51 ; 10.255,09 ; 10.059,78 ; 9.427,17 ; 9.686,47 ; 10.451,92 ; 11.580,37 ; 12.406,37 ; 13.547,15 ; 14.764,19 ; 15.464,26 ; 16.817,07 ; 18.002,85 ; 18.192,34 ; 19.130,04 ; 20.093,65 ; 20.217,58 ; 20.669,81 ; 21.324,85 ; 22.100,31 ; 22.454,66 
United States;USA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 23.888,60 ; 24.342,26 ; 25.418,99 ; 26.387,29 ; 27.694,85 ; 28.690,88 ; 29.967,71 ; 31.459,14 ; 32.853,68 ; 34.513,56 ; 36.334,91 ; 37.133,24 ; 38.023,16 ; 39.496,49 ; 41.712,80 ; 44.114,75 ; 46.298,73 ; 47.975,97 ; 48.382,56 ; 47.099,98 ; 48.467,52 ; 49.886,82 ; 51.610,61 ; 53.117,67 ; 55.047,73 ; 56.822,52 ; 57.927,52 ; 59.957,73 ; 62.840,02 ; 65.118,36 
Uzbekistan;UZB;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.493,49 ; 2.511,02 ; 2.227,75 ; 2.178,02 ; 2.067,86 ; 2.054,75 ; 2.087,63 ; 2.192,34 ; 2.275,43 ; 2.381,72 ; 2.493,60 ; 2.621,01 ; 2.734,59 ; 2.869,68 ; 3.130,13 ; 3.412,03 ; 3.731,41 ; 4.135,34 ; 4.523,22 ; 4.842,25 ; 5.124,12 ; 5.489,08 ; 5.712,82 ; 5.942,40 ; 6.158,50 ; 6.343,15 ; 6.452,93 ; 6.518,80 ; 6.914,89 ; 7.288,77 
St. Vincent and the Grenadines;VCT;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 3.741,73 ; 3.901,60 ; 4.238,15 ; 4.519,52 ; 4.557,59 ; 5.015,42 ; 5.175,82 ; 5.453,75 ; 5.745,68 ; 5.989,03 ; 6.221,78 ; 6.460,22 ; 6.964,28 ; 7.622,95 ; 8.139,56 ; 8.593,84 ; 9.535,60 ; 10.126,97 ; 10.499,63 ; 10.367,74 ; 10.139,82 ; 10.302,42 ; 10.457,16 ; 10.909,47 ; 11.310,13 ; 11.641,84 ; 12.456,95 ; 12.245,01 ; 12.760,59 ; 12.982,90 
Venezuela, RB;VEN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 9.600,96 ; 10.640,11 ; 11.283,09 ; 11.329,16 ; 11.058,42 ; 11.492,13 ; 11.442,24 ; 12.136,00 ; 12.070,41 ; 11.294,76 ; 11.748,99 ; 12.185,54 ; 11.078,08 ; 10.224,91 ; 12.207,72 ; 13.657,81 ; 15.219,71 ; 16.748,71 ; 17.723,15 ; 17.042,68 ; 16.740,37 ; 17.527,45 ;;;;;;;;
British Virgin Islands;VGB;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Virgin Islands (U.S.);VIR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vietnam;VNM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 917,67 ; 984,29 ; 1.071,45 ; 1.162,15 ; 1.268,18 ; 1.394,46 ; 1.528,98 ; 1.658,93 ; 1.751,99 ; 1.840,44 ; 1.987,30 ; 2.134,44 ; 2.282,86 ; 2.462,50 ; 2.694,46 ; 2.960,64 ; 3.232,81 ; 3.522,94 ; 3.758,56 ; 3.952,73 ; 4.213,30 ; 4.523,24 ; 5.042,45 ; 5.358,89 ; 5.745,16 ; 6.102,64 ; 6.573,10 ; 7.155,75 ; 7.765,40 ; 8.374,44 
Vanuatu;VUT;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.654,99 ; 1.716,16 ; 1.749,08 ; 1.752,30 ; 1.899,66 ; 1.912,18 ; 1.951,18 ; 2.044,26 ; 2.119,05 ; 2.117,83 ; 2.247,44 ; 2.166,86 ; 2.038,00 ; 2.110,14 ; 2.196,25 ; 2.326,01 ; 2.537,57 ; 2.676,83 ; 2.837,24 ; 2.882,47 ; 2.888,74 ; 2.905,90 ; 2.930,91 ; 2.956,52 ; 2.997,16 ; 2.953,10 ; 3.009,13 ; 3.121,11 ; 3.203,74 ; 3.273,91 
World;WLD;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 5.548,91 ; 5.751,71 ; 5.921,41 ; 6.085,08 ; 6.317,53 ; 6.574,94 ; 6.863,40 ; 7.156,02 ; 7.294,34 ; 7.552,03 ; 8.003,70 ; 8.279,01 ; 8.569,64 ; 8.937,70 ; 9.542,07 ; 10.155,26 ; 10.981,66 ; 11.744,75 ; 12.285,26 ; 12.255,55 ; 12.897,70 ; 13.583,30 ; 14.125,56 ; 14.645,86 ; 15.024,36 ; 15.172,17 ; 15.583,57 ; 16.248,71 ; 17.017,87 ; 17.673,11 
Samoa;WSM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.397,69 ; 2.404,13 ; 2.431,86 ; 2.566,29 ; 2.530,61 ; 2.734,05 ; 2.964,62 ; 3.019,21 ; 3.106,29 ; 3.205,72 ; 3.487,17 ; 3.790,59 ; 3.994,69 ; 4.226,80 ; 4.513,23 ; 4.816,58 ; 5.027,90 ; 5.454,12 ; 5.579,02 ; 5.313,76 ; 5.360,97 ; 5.655,14 ; 5.480,61 ; 5.505,99 ; 5.570,62 ; 5.831,53 ; 6.336,65 ; 6.495,39 ; 6.478,71 ; 6.787,13 
Kosovo;XKX;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;; 3.561,05 ; 4.617,65 ; 4.654,65 ; 5.021,20 ; 5.287,49 ; 5.777,21 ; 6.170,30 ; 6.743,32 ; 7.249,51 ; 7.506,88 ; 7.782,95 ; 8.222,23 ; 8.477,47 ; 8.805,38 ; 9.043,18 ; 9.575,75 ; 10.062,11 ; 10.530,48 ; 11.152,38 ; 11.838,88 
Yemen, Rep.;YEM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.068,64 ; 2.163,77 ; 2.274,19 ; 2.300,49 ; 2.391,18 ; 2.473,22 ; 2.540,53 ; 2.633,33 ; 2.741,47 ; 2.805,75 ; 2.960,43 ; 3.051,18 ; 3.129,66 ; 3.212,94 ; 3.333,06 ; 3.526,68 ; 3.643,45 ; 3.758,16 ; 3.860,43 ; 3.928,23 ; 4.162,09 ; 3.607,09 ; 3.491,20 ; 3.688,52 ;;;;;;
South Africa;ZAF;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 6.420,88 ; 6.410,45 ; 6.258,19 ; 6.328,21 ; 6.517,19 ; 6.715,80 ; 6.996,86 ; 7.175,76 ; 7.176,81 ; 7.344,81 ; 7.714,91 ; 7.989,76 ; 8.310,76 ; 8.608,74 ; 9.131,27 ; 9.790,64 ; 10.518,42 ; 11.233,93 ; 11.661,28 ; 11.409,57 ; 11.721,56 ; 12.172,31 ; 12.057,27 ; 12.450,50 ; 12.520,71 ; 12.552,34 ; 12.592,49 ; 12.703,42 ; 12.928,79 ; 12.999,12 
Zambia;ZMB;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.475,72 ; 1.486,27 ; 1.457,65 ; 1.555,85 ; 1.417,10 ; 1.451,61 ; 1.529,23 ; 1.571,54 ; 1.539,96 ; 1.590,65 ; 1.644,92 ; 1.724,64 ; 1.784,22 ; 1.894,35 ; 2.029,17 ; 2.185,94 ; 2.366,76 ; 2.563,94 ; 2.741,25 ; 2.933,13 ; 3.178,87 ; 3.323,94 ; 3.422,63 ; 3.578,85 ; 3.539,43 ; 3.430,40 ; 3.404,66 ; 3.485,00 ; 3.604,63 ; 3.623,70 
Zimbabwe;ZWE;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.773,74 ; 1.890,12 ; 1.723,49 ; 1.751,97 ; 1.925,31 ; 1.943,08 ; 2.158,97 ; 2.233,40 ; 2.305,14 ; 2.304,45 ; 2.272,60 ; 2.347,50 ; 2.167,02 ; 1.827,87 ; 1.762,52 ; 1.705,57 ; 1.685,36 ; 1.653,75 ; 1.374,17 ; 1.532,82 ; 1.830,83 ; 2.101,83 ; 2.375,93 ; 2.560,78 ; 2.612,46 ; 2.679,51 ; 2.806,46 ; 3.028,25 ; 3.203,89 ; 2.953,48 
